-323482.66295	345022.4634	
-325010.539118	346312.01006	
-326417.004847	347731.713142	
-327614.895567	349328.660944	
-328164.867714	351232.978191	
-327508.762159	353100.170167	
-326219.588895	354625.586286	
-324745.748389	355978.093721	
-323238.43456	357292.169999	
-321255.554363	357105.544561	
-319500.353889	356183.749906	
-317718.317941	355258.370063	
-315985.351226	354265.968729	
-314298.947507	353189.971959	
-312703.141015	351989.052852	
-311273.159473	350581.223986	
-310354.526709	348811.28493	
-310481.644924	346830.881256	
-311536.202577	345133.629065	
-313072.158214	343855.590105	
-314883.023293	343010.933974	
-316855.395908	342701.792098	
-318843.0995	342908.466413	
-320766.764337	343449.749228	
-322862.746677	344237.103775	
-323482.66295	345022.4634	
