-629350.01	-889125.01	131
-629325.01	-889125.01	131
-629300.01	-889125	131
-629275	-889125	131
-629250	-889124.99	131
-629224.99	-889125	131
-629199.99	-889124.99	131
-629174.99	-889124.98	131
-629149.98	-889124.98	131
-629124.97	-889124.97	131
-629099.97	-889124.96	131
-629074.96	-889124.96	131
-629050.03	-889125.04	131
-629025.02	-889125.03	131
-629000.01	-889125.03	131
-628975.02	-889125.02	131
-628950.01	-889125.01	131
-628925	-889125.01	131
-628924.97	-889149.96	131
-628900.03	-889150.04	131
-628875.02	-889150.03	131
-628850.01	-889150.03	131
-628825.01	-889150.01	131
-628799.97	-889174.96	131
-628775.02	-889175.04	131
-628750.01	-889175.03	131
-628724.98	-889199.97	131
-628699.97	-889199.96	131
-628674.99	-889224.99	131
-628649.99	-889224.97	131
-628625	-889250.01	131
-628599.99	-889250	131
-628574.98	-889249.98	131
-628550.01	-889275.01	131
-628525	-889274.99	131
-628500.01	-889300.03	131
-628474.97	-889324.96	131
-628450.02	-889325.03	131
-628449.99	-889349.98	131
-628425.01	-889375	131
-628399.99	-889374.99	131
-628400.02	-889400.03	131
-628374.97	-889424.96	131
-628350.03	-889425.03	131
-628324.98	-889449.96	131
-628325.01	-889475	131
-628299.98	-889474.99	131
-628275	-889500.01	131
-628250.02	-889525.02	131
-628225.03	-889550.04	131
-628199.98	-889574.96	131
-628175.02	-889575.04	131
-628149.97	-889599.96	131
-628149.99	-889625	131
-628125	-889650.02	131
-628099.99	-889649.99	131
-628075	-889675	131
-628050.01	-889700.01	131
-628025.02	-889725.02	131
-628000.03	-889750.03	131
-627975.03	-889775.04	131
-627949.98	-889799.95	131
-627924.98	-889824.96	131
-627900.02	-889825.03	131
-627875.02	-889850.04	131
-627850.02	-889875.04	131
-627825.02	-889900.04	131
-627799.96	-889924.96	131
-627774.98	-889949.95	131
-627749.97	-889974.95	131
-627725.01	-889975.01	131
-627700.01	-890000.02	131
-627650	-890050.02	131
-627625.01	-890075	131
