-347172.776508	316431.879941	
-345947.496132	314853.67828	
-344747.623911	313255.426953	
-343573.977563	311636.913438	
-342425.240857	310002.211605	
-341295.359428	308352.212286	
-340185.34857	306690.870437	
-339094.669155	305016.393635	
-338025.432883	303326.953963	
-336983.222684	301622.200072	
-335972.496799	299896.628326	
-335005.697102	298148.127276	
-334096.244909	296366.648929	
-333285.81836	294540.195947	
-332645.738654	292647.110638	
-332312.894747	290676.254138	
-332697.828565	288730.702565	
-334468.057571	288121.464578	
-336177.378998	289137.23693	
-337560.927335	290580.758949	
-338752.727375	292184.643263	
-339819.937222	293875.970166	
-340805.020045	295614.389612	
-341746.541443	297377.036861	
-342665.362092	299152.769172	
-343574.794735	300931.675752	
-344491.614082	302708.799717	
-345427.852629	304474.012543	
-346410.135293	306215.765384	
-347456.438772	307918.038298	
-348554.570276	309587.118249	
-349656.747427	311255.726653	
-350625.464772	313002.808114	
-351080.207355	314940.118499	
-350728.834738	316898.591989	
-349634.213015	318549.817517	
-347565.287202	316892.599381	
-347172.776508	316431.879941	
