-337419.958927	326444.346239	
-336817.41173	328350.014671	
-336499.235949	330325.068468	
-336254.718639	332307.647144	
-335580.95655	334190.229378	
-334916.501233	336076.363184	
-334208.485789	337945.765978	
-333417.108565	339776.567881	
-332226.103388	341362.633921	
-330309.581867	341994.933808	
-328334.11789	342259.152091	
-326335.211178	342170.677544	
-324396.016815	341684.029461	
-322753.885022	340542.158142	
-321898.327742	338738.263174	
-321704.653188	336747.752028	
-321944.063016	334762.614974	
-322495.932144	332841.011774	
-323207.950914	330973.091634	
-323949.899339	329116.565028	
-324747.191277	327283.025894	
-325672.34817	325510.733677	
-326661.127829	323773.217299	
-327462.072413	321940.702366	
-327958.863813	320008.238808	
-328425.775843	318050.489786	
-329510.978349	316391.761152	
-330959.633151	314950.581673	
-332600.334622	313803.167367	
-334473.980238	313166.401815	
-336495.592015	313055.096806	
-338491.678458	313355.003244	
-340311.383954	314148.436544	
-341917.662923	315442.494443	
-342651.055878	317275.473847	
-342057.963584	319303.5217	
-340457.907437	320558.79211	
-338906.635722	321701.458849	
-338128.623043	323657.543298	
-337537.136846	325511.534488	
-337419.958927	326444.346239	
