-649449.99	-871174.97
-649575.01	-871175
-649574.99	-871049.96
-649699.99	-871049.99
-649825.03	-870925.03
-649949.98	-870799.97
-650074.98	-870674.96
-650074.98	-870549.98
-650200.03	-870550.03
-650200.02	-870425.04
-650324.99	-870424.99
-650324.99	-870299.98
-650324.97	-870174.97
-650450	-870174.99
-650449.98	-870049.97
-650450.02	-869925.04
-650575.02	-869925.04
-650699.99	-869799.99
-650700.03	-869675.04
-650825.01	-869675.02
-650824.97	-869549.96
-650950.01	-869550.01
-650950.03	-869425.03
-650949.98	-869299.97
-651074.99	-869300.01
-651075.01	-869175.01
-651200.03	-869175.03
-651325.04	-869050.04
-651325.03	-868925.03
-651450.02	-868925.03
-651450.01	-868800.01
-651574.99	-868799.99
-651574.98	-868674.96
-651700.02	-868675.01
-651699.99	-868549.98
-651825.02	-868550.02
-651824.98	-868424.98
-651950.03	-868300.04
-652074.97	-868299.97
-652074.99	-868174.99
-652075.01	-868050.01
-652200.01	-868050.01
-652200.02	-867925.01
-652325	-867799.99
-652324.99	-867674.99
-652449.97	-867674.96
-652450	-867425.01
-652574.97	-867424.96
-652575.01	-867300.02
-652699.99	-867175.01
-652699.97	-867049.96
-652824.97	-867049.96
-652825.01	-866924.99
-652949.99	-866924.99
-652950.02	-866800.01
-653075.01	-866675.01
-653075.01	-866550.02
-653199.99	-866549.98
-653325.02	-866550.02
-653325.01	-866425.02
-653449.96	-866424.96
-653574.98	-866299.95
-653699.98	-866299.96
-653700.02	-866175.03
-653825.02	-866175.02
-653950.01	-866175.01
-653949.97	-866049.97
-654075.03	-866050.02
-654074.98	-865924.97
-654200.02	-865925.02
-654325	-865799.99
-654450.01	-865800.03
-654450.03	-865675.03
-654574.97	-865424.95
-654700.04	-865425.03
-654700.02	-865300.02
-654824.99	-865174.98
-654950.01	-865050.01
-655075.01	-864925.01
-655074.98	-864799.96
-655200.01	-864675.03
-655325.04	-864675.03
-655324.97	-864549.97
-655449.98	-864549.97
-655449.99	-864424.98
-655449.99	-864299.99
-655574.97	-864299.98
-655574.98	-864174.96
-655700.02	-864050.01
-655699.99	-863925
-655949.96	-863549.96
-655950.01	-863424.99
-656075.03	-863300.03
-656074.99	-863174.97
-656199.97	-863174.96
-656199.98	-863049.98
-656200	-862924.99
-656200.01	-862800
-656324.98	-862674.96
-656324.98	-862549.96
-656449.99	-862549.99
-656449.99	-862424.98
-656449.96	-862299.97
-656574.97	-862299.97
-656699.97	-862299.98
-656700.02	-862175.03
-656574.97	-862299.97
-656699.97	-862299.98
-656700.02	-862175.03
-656825.02	-862175.02
-656950.01	-862175
-657074.99	-862174.98
-657200.02	-862175.04
-657325	-862175
-657574.99	-862174.99
-657700.02	-862175.02
-657825.02	-862175.04
-657949.97	-862174.97
-658074.98	-862174.97
-658200.03	-862050.04
-658325.02	-862050.03
-658325	-861925
-658200.03	-862050.04
-658325.02	-862050.03
-658325	-861925
-658450.01	-861800.03
-658449.99	-861674.98
-658575.02	-861675.03
-658574.99	-861549.97
-658700	-861550.01
-658700.03	-861425.03
-658824.99	-861174.99
-658949.99	-861174.99
-658950	-861049.99
-658950	-860924.99
-659074.98	-860924.97
-659074.98	-860799.96
-659075.03	-860675.03
-659199.99	-860675
-659199.97	-860549.98
-659200.03	-860425.02
-659324.97	-860424.98
-659324.98	-860174.98
-659449.99	-860174.99
-659450.02	-860050.03
-659449.98	-859924.96
-659574.98	-859924.96
-659574.99	-859799.98
-659699.97	-859799.97
-659825.03	-859675.03
-659949.99	-859674.99
-660075.02	-859550.02
-660075	-859425.01
-660200.03	-859425.02
-660325.01	-859300.02
-660450.01	-859300.02
-660449.99	-859174.97
-660574.97	-859174.97
-660700.03	-859175.03
-660699.98	-859049.98
-660950.01	-858925.02
-661074.97	-858924.97
-661200	-858800
-661325.01	-858800.02
-661450.02	-858800.03
-661450.01	-858675.01
-661575	-858675.01
-661574.99	-858549.99
-661700.02	-858425.02
-661825.02	-858300.04
-661950	-858300
-661950.03	-858175.03
-662074.99	-858174.97
-662200.02	-858050.02
-662324.96	-857924.96
-662449.97	-857924.95
-662449.96	-857799.96
-662575.03	-857800.03
-662449.96	-857799.96
-662575.03	-857800.03
-662575.01	-857675.02
-662700	-857674.99
-662699.98	-857549.97
-662825.02	-857550.02
-662824.99	-857424.99
-662950.02	-857425.03
-662949.98	-857299.99
-662950.03	-857175.03
-662949.98	-857049.99
-663075.02	-856925.02
-663074.96	-856799.97
-663074.99	-856674.98
-663199.97	-856674.98
-663199.99	-856549.98
-663199.98	-856424.99
-663199.99	-856299.99
-663325.04	-856300.04
-663325.02	-856175.04
-663325.02	-856050.02
-663325.01	-855925
-663450.03	-855925.03
-663450.01	-855800.01
-663449.99	-855674.97
-663574.99	-855674.98
-663575.02	-855550.04
-663700.03	-855550.03
-663699.98	-855424.98
-663824.97	-855424.97
-663950.01	-855425.03
-664075	-855424.99
-664199.98	-855299.96
-664325.01	-855300
-664450.02	-855175.03
-664574.96	-855174.96
-665075	-855050.01
-665199.99	-855049.98
-665325.02	-855050.04
-665449.99	-855050
-665450.01	-854925.03
-665574.98	-854924.97
-665575	-854799.99
-665700.02	-854800.01
-665950.02	-854675.04
-666075.03	-854675.03
-666200.02	-854675.02
-666324.98	-854549.98
-666450.03	-854550.03
-666574.96	-854424.97
-666700.03	-854300.03
-666700	-854424.99
-666700.03	-854300.03
-666574.96	-854424.97
-666700	-854424.99
-667450.03	-856425.03
-667449.97	-856549.95
-667325.04	-856550.04
-667324.96	-856674.96
-667325.03	-856800.04
-667325.03	-856925.03
-667199.99	-857049.99
-667075.02	-857050.04
-667075	-857175.01
-667074.98	-857299.98
-666950.01	-857300.01
-666949.98	-857424.96
-666824.98	-857424.98
-666825.02	-857550.02
-666700.02	-857550.02
-666699.97	-857674.96
-666699.97	-857674.96
-666575.04	-857675.03
-666450.03	-857800.03
-666325.01	-857800.01
-666199.97	-857924.97
-666075.01	-857925
-665950.03	-857925.04
-665950.02	-858050.01
-665699.97	-858049.96
-665700.01	-858175.01
-665575	-858175.01
-665450	-858175
-665324.99	-858174.98
-665199.98	-858174.96
-665075.02	-858175.02
-664949.99	-858174.98
-664825.03	-858175.03
-664699.99	-858299.98
-664575	-858300.01
-664575.01	-858424.99
-664450	-858549.99
-664449.97	-858674.97
-664324.97	-858674.96
-664325.02	-858800.02
-664199.96	-858924.96
-664200.01	-859050
-664075	-859174.99
-663950.02	-859175.03
-663949.97	-859299.97
-663949.99	-859424.98
-663950	-859549.99
-663825.01	-859550.01
-663825.01	-859675.02
-663825.02	-859800.01
-663700	-859800.01
-663700	-859924.99
-663699.99	-860049.98
-663575.02	-860175.02
-663574.99	-860300
-663574.97	-860424.96
-663575.01	-860550.01
-663449.96	-860549.96
-663449.99	-860675.01
-663450.03	-860800.04
-663449.99	-860924.98
-663325	-860924.99
-663325.02	-861175.04
-663200.01	-861175.03
-663200.02	-861300.04
-663075.01	-861300.01
-663075.01	-861425.01
-662949.99	-861424.97
-662949.98	-861549.96
-662825.01	-861550
-662824.99	-861674.98
-662700	-861675.02
-662574.96	-861924.96
-662449.97	-861924.96
-662449.99	-862050
-662324.99	-862049.98
-662325.01	-862175.01
-662199.99	-862174.99
-662074.97	-862174.95
-662074.97	-862299.97
-661950.01	-862300.01
-661824.96	-862424.96
-661699.98	-862424.98
-661699.98	-862549.97
-661574.99	-862549.97
-661574.96	-862674.96
-661449.96	-862674.96
-661450.01	-862800.01
-661324.99	-862800
-661325.03	-862925.04
-661200.01	-862925.01
-661199.97	-863049.96
-661075.03	-863175.03
-661074.97	-863299.97
-661074.99	-863424.98
-661074.99	-863550
-660950.01	-863550.02
-660950.01	-863675.03
-660950.02	-863800.02
-660950.02	-863925.01
-660950	-864050.01
-660950	-864174.99
-660824.98	-864174.98
-660825.04	-864300.04
-660825.01	-864425.01
-660699.98	-864424.98
-660700.02	-864550.03
-660699.99	-864674.99
-660575.02	-864675.02
-660574.98	-864799.97
-660575	-864925
-660450.03	-865050.04
-660449.98	-865174.97
-660324.97	-865174.97
-660324.98	-865299.98
-660324.98	-865424.98
-660199.97	-865424.96
-660199.97	-865549.95
-660075	-865550.01
-660075	-865674.99
-659950.03	-865675.03
-659950	-865800.01
-659950	-865800.01
-659825.03	-865800.04
-659825	-865925.01
-659700.01	-865925.02
-659699.98	-866049.97
-659574.98	-866049.97
-659449.99	-866175
-659324.97	-866174.98
-659199.96	-866299.97
-659075.01	-866425.02
-658949.97	-866424.97
-658824.99	-866549.98
-658699.97	-866674.98
-658574.98	-866674.98
-658575.03	-866800.03
-658450.02	-866800.02
-658324.97	-866924.96
-658325	-867050
-658199.97	-867049.96
-658075.02	-867175.03
-657949.98	-867174.97
-657949.98	-867299.98
-657825.01	-867425
-657700.01	-867425.01
-657700.01	-867550
-657700.01	-867550
-657575	-867550
-657574.98	-867674.98
-657449.97	-867674.96
-657450.01	-867800.02
-657324.98	-867799.99
-657325.02	-867925.04
-657200.02	-868050.04
-657199.99	-868174.98
-657075	-868175.01
-657075.03	-868300.04
-657074.97	-868424.98
-656949.98	-868424.98
-656950	-868549.99
-656824.98	-868549.99
-656824.98	-868674.99
-656825	-868799.98
-656699.98	-868799.96
-656699.97	-868924.95
-656700.02	-869050.03
-656574.99	-869049.99
-656574.97	-869174.96
-656449.97	-869299.95
-656450.01	-869425.01
-656324.98	-869549.98
-656325.01	-869675.01
-656200.01	-869675
-656200.03	-869800.03
-656199.97	-869924.97
-656075.03	-869925.03
-656074.97	-870049.96
-656074.97	-870174.97
-655950	-870175.02
-655950.02	-870300.01
-655950	-870425.01
-655825.02	-870425.04
-655825.01	-870550.02
-655700.02	-870550.04
-655700.01	-870675.01
-655574.99	-870799.97
-655575.02	-870925.03
-655449.97	-871049.96
-655450	-871175
-655324.97	-871174.96
-655324.99	-871299.99
-655325.01	-871425.01
-655199.96	-871424.96
-655199.97	-871549.97
-655074.98	-871549.99
-655074.99	-871674.99
-654949.99	-871800
-654824.99	-871799.98
-654824.98	-871924.97
-654700.03	-871925.04
-654574.99	-872049.98
-654575.03	-872175.04
-654450	-872174.99
-654450.03	-872300.03
-654449.99	-872424.99
-654325.03	-872550.04
-654199.97	-872549.97
-654199.99	-872674.99
-654074.99	-872800
-654075.01	-872925
-653949.99	-872924.98
-653949.98	-873049.98
-653700.04	-873300.04
-653700.02	-873425.01
-653575.04	-873425.03
-653574.99	-873550.01
-653574.97	-873674.96
-653449.98	-873674.96
-653450	-873800.01
-653450.04	-873925.04
-653325.02	-873925.02
-653324.97	-874049.96
-653200.03	-874175.04
-653199.97	-874299.96
-653075	-874300.01
-653075	-874425.01
-652950.03	-874425.04
-652950.02	-874550.03
-652950.01	-874675.02
-652825.02	-874675.03
-652825	-874800.01
-652824.99	-874924.98
-652700.02	-875050.03
-652699.99	-875174.99
-652574.97	-875174.96
-652575.01	-875300
-652575.03	-875425.04
-652450	-875424.99
-652450.01	-875550.02
-652450.03	-875675.05
-652324.99	-875674.98
-652324.99	-875799.99
-652325	-875924.99
-652200.01	-875925
-652200.01	-876050
-652200	-876175
-652074.99	-876174.98
-652074.98	-876299.97
-651950.01	-876425.01
-651949.99	-876549.98
-651825.02	-876550.03
-651824.99	-876674.99
-651700.01	-876925.01
-651575.01	-876925.03
-651574.97	-877049.96
-651574.99	-877174.98
-651449.98	-877174.98
-651449.99	-877299.99
-651324.98	-877424.98
-651200.02	-877675.02
-651075.02	-877800.04
-651075.02	-877925.01
-650950.02	-877925.03
-650949.99	-878050.01
-650825	-878050.01
-650824.98	-878174.96
-650825.01	-878300
-650700.02	-878425.03
-650574.99	-878425.01
-650575.01	-878550.03
-650574.97	-878674.95
-650450	-878675
-650450	-878800.01
-650325.03	-878800.04
-650325.03	-878925.04
-650199.98	-878924.97
-650199.98	-879049.96
-650075.02	-879175.04
-649950.02	-879175.03
-649949.99	-879300.01
-649825.02	-879425.03
-649700.02	-879550.04
-649575.02	-879675.02
-649574.96	-879799.96
-649449.99	-879799.98
-649325.01	-879925.01
-649325.02	-880050.01
-649200.02	-880050.01
-649200	-880175.02
-649075	-880175
-648949.97	-880299.96
-648950.02	-880425.03
-648824.99	-880424.98
-648700.02	-880425.02
-648575.01	-880550.01
-648574.98	-880674.96
-648449.99	-880674.98
-648325.02	-880800.01
-648200	-880800.01
-648200.02	-880925.03
-648075	-880925.01
-647949.99	-881049.98
-647825.01	-881175.03
-647699.98	-881174.97
-647574.99	-881299.98
-647575.02	-881425.05
-647449.97	-881424.96
-647324.97	-881424.96
-647325.01	-881550.01
-647200	-881550
-647200.03	-881675.04
-647075.01	-881675.01
-646950.01	-881800
-646824.97	-881924.98
-646700	-882050.01
-646575.02	-882175.02
-646450.01	-882300.01
-646324.99	-882300.01
-646199.96	-882424.96
-646075.01	-882425.01
-645950.02	-882550.02
-645824.98	-882549.97
-645700.03	-882675.03
-645574.97	-882674.96
-645449.99	-882799.98
-645324.99	-882799.98
-645199.97	-882924.97
-645075.03	-882925.04
-644950	-883049.99
-644825.02	-883050.04
-644700.03	-883175.04
-644449.99	-883424.98
-644324.99	-883424.98
-644325.01	-883550.01
-644200.01	-883549.99
-644074.99	-883549.97
-643949.96	-883674.96
-643825	-883675
-643700.02	-883675.05
-643574.97	-883799.97
-643450	-883799.98
-643325	-883800
-643200.01	-883800
-643074.97	-883924.95
-643074.99	-883800
-642950.02	-883925.03
-642825.01	-883925
-642325.01	-883925
