-330562.7920812803,325008.7617022424
-330629.8647804140,324854.8809081452
-330696.9691592398,324700.9274332665
-330764.0957321619,324546.9230398294
-330831.2721045191,324392.8043945921
-330898.5129669312,324238.5377937634
-330965.7825070851,324084.2053993447
-331033.0535480720,323929.8695616564
-331100.3019315127,323775.5857057915
-331167.4642574347,323621.4992864319
-331234.6005642117,323467.4725612063
-331301.7353420370,323313.4493437611
-331368.8776369855,323159.4088802397
-331436.0301757511,323005.3449149550
-331503.2083513688,322851.2221326071
-331570.4212098689,322697.0197794422
-331637.6775565541,322542.7176539921
-331705.0533413902,322388.1415088926
-331772.4486868838,322233.5204869722
-331839.8088507383,322078.9801801360
-331907.1252210761,321924.5403460887
-331974.2886054737,321770.4514983331
-332041.3990469615,321616.4841142598
-332108.4838882113,321462.5754632477
-332175.5491567156,321308.7117167893
-332242.6191073214,321154.8372284716
-332309.6783918795,321000.9872106151
-332376.7604229508,320847.0850068239
-332443.8711120752,320693.1170546130
-332511.0376166062,320539.0210485260
-332578.2237038779,320384.8801149542
-332645.4051829446,320230.7497537053
-332712.5518813997,320076.6991874878
-332779.6517987387,319922.7559483256
-332846.7321667188,319768.8575600629
-332913.7839846913,319615.0246723375
-332980.8193638222,319461.2294992416
-333047.8262619464,319307.4996683787
-333114.8348968214,319153.7658529946
-333181.8513377447,319000.0141286709
-333248.9267472848,318846.1271162538
-333316.0672177603,318692.0908385093
-333383.2696003473,318537.9125195916
-333450.5039269137,318383.6609135543
-333517.7792854744,318229.3151703202
-333585.1648102833,318074.7166793965
-333652.5341995306,317920.1552073054
-333719.8901646623,317765.6245333423
-333787.1783613679,317611.2493363372
-333854.2814927917,317457.2987232968
-333921.3619380533,317303.4001577317
-333988.4080648154,317149.5803270026
-334055.4767367676,316995.7087722216
-334122.6043999974,316841.7018773583
-334189.7635886305,316687.6226556888
-334256.9542508069,316533.4712261927
-334324.1736329307,316379.2539062765
-334391.4455427300,316224.9160753251
-334458.7102467418,316070.5947761714
-334525.9704368446,315916.2838330034
-334593.2019548023,315762.0386705851
-334660.3365255116,315608.0159283136
-334727.4515447749,315454.0380417298
-334794.5327404664,315300.1377544993
-334861.6064956805,315146.2545375014
-334928.6758192420,314992.3814877729
-334995.7502142786,314838.4968028694
-335062.8301844869,314684.5993271900
-335129.9545599881,314530.5999751614
-335197.1394649026,314376.4617541992
-335264.3623458678,314222.2364071052
-335331.5819892965,314068.0184876932
-335398.8034234270,313913.7964599836
-335465.9964531194,313759.6395988401
-335533.1706944442,313605.5258427004
-335600.3467254056,313451.4079807064
-335667.4719982711,313297.4065699095
-335734.5520549694,313143.5088958015
-335801.6225662738,312989.6331211072
-335868.7070722571,312835.7252392768
-335935.8176374581,312681.7575713757
-336002.9693450080,312527.6955130983
-336070.1698735566,312373.5214477873
-336137.3819806043,312219.3208186337
-336204.6404975076,312065.0137141849
-336271.9604646402,311910.5656282310
-336339.2965510651,311756.0805607700
-336406.6222919926,311601.6192283512
-336473.9248343303,311447.2111190392
-336541.1731569250,311292.9274027696
-336608.4041849661,311138.6833643371
-336675.5931339721,310984.5358652631
-336742.7655947596,310830.4261941011
-336809.8787994112,310676.4524706698
-336877.0005839084,310522.4590630232
-336944.1339995245,310368.4389708113
-337011.3161837885,310214.3069916714
-337078.6299370433,310059.8731618376
-337145.9644752529,309905.3916463522
-337213.2905716336,309750.9294984391
-337280.5943486239,309596.5185565390
-337347.8133615688,309442.3020836075
-337414.9929212402,309288.1761259100
-337482.1451347366,309134.1129068704
-337549.2619764039,308980.1308392562
-337616.3203851699,308826.2828306761
-337683.3667252446,308672.4625105568
-337750.4100853191,308518.6490272698
-337817.4595541449,308364.8215290481
-337884.5423317230,308210.9176125919
-337951.6252475610,308057.0133789346
-338018.7393446525,307903.0376080329
-338085.8615334136,307749.0432729084
-338153.0057709944,307594.9983525245
-338220.1689860423,307440.9098932975
-338287.3220947721,307286.8446203786
-338354.4650873649,307132.8025562946
-338421.5738056550,306978.8391256483
-338488.6754067428,306824.8920235643
-338555.7529814579,306671.0000437187
-338622.8312774825,306517.1064090166
-338689.8812971769,306363.2776469708
-338756.9452902973,306209.4168265477
-338824.0383396561,306055.4893441729
-338891.2074482045,305901.3873638479
-338958.5025796286,305746.9962569420
-339025.8538173978,305592.4764286779
-339093.2460587121,305437.8625284862
-339160.6823118874,305283.1476545720
-339228.1592409410,305128.3394604763
-339295.6212193341,304973.5655667672
-339363.0424985858,304818.8850466107
-339430.3688227264,304664.4223761619
-339497.5171644106,304510.3680399844
-339564.5979001776,304356.4688079302
-339631.6292177262,304202.6829530745
-339698.6792675296,304048.8541219515
-339765.7751629021,303894.9201101414
-339832.8745444468,303740.9781002194
-339899.9804641348,303587.0210902347
